Significant.UC_K	Ratio.UC.H	minus.log.pvalue	Number.of.samples.quantified.in	Quantified.in.over.70.pct.samples	Cluster	Protein.names	Gene.names	Protein.IDs	Majority.protein.IDs	Zscore.difference.UC-K	Gene.name	pvalue	adj_pvalue	logFC	stat	ENSG.ID	Gene.type	Chromosome	idx	top_2000	top_100	significance
NA	1.39875	6.1788	32	+	NA	Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3	PTPNS1;SIRPA;SIRPB1	B4DP97;D3DVW9;P78324-4;P78324;P78324-2;Q5TFQ8;H3BUA5;H3BQ21;H3BTT9;H3BU43;H3BSK5;H3BRP9;H3BV43;H3BML4;H9KV29;A2RRP5;D3DVW8;A8K9N0;Q9P1W8-3;O00241-2;Q9P1W8-4;Q9P1W8-2;Q9P1W8;O00241	B4DP97;D3DVW9;P78324-4;P78324;P78324-2;Q5TFQ8	1.24938	SIRPA	6.625215359025828e-7	3.243890085527769e-6	0.4841381312016692	6.108523399630781	ENSG00000198053	protein_coding	20	366	yes	no	significant_inflammatory
NA	1.39875	6.1788	32	+	NA	Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3	PTPNS1;SIRPA;SIRPB1	B4DP97;D3DVW9;P78324-4;P78324;P78324-2;Q5TFQ8;H3BUA5;H3BQ21;H3BTT9;H3BU43;H3BSK5;H3BRP9;H3BV43;H3BML4;H9KV29;A2RRP5;D3DVW8;A8K9N0;Q9P1W8-3;O00241-2;Q9P1W8-4;Q9P1W8-2;Q9P1W8;O00241	B4DP97;D3DVW9;P78324-4;P78324;P78324-2;Q5TFQ8	1.24938	SIRPB1	6.625215359025828e-7	3.243890085527769e-6	0.4841381312016692	6.108523399630781	ENSG00000101307	protein_coding	20	367	yes	no	significant_inflammatory
NA	1.43098	5.77524	32	+	NA	NA	HLA-A	X2L7S8	X2L7S8	1.38213	HLA-A	1.677876533034279e-6	7.485020943092938e-6	0.5170035084709718	6.090869228789147	ENSG00000206503	protein_coding	6	368	yes	no	significant_inflammatory
NA	1.2999	7.88771	32	+	NA	ATP-dependent RNA helicase DDX39A	DDX39A;DDX39	O00148;B4DX78;O00148-2;A0A024R7H0;O00148-3;K7EQN7;A0A0D9SEM9;K7EPJ3;Q69YT6;K7EN69;K7ENP6;K7EL56;K7EIL8;B4DF34	O00148;B4DX78;O00148-2;A0A024R7H0;O00148-3;K7EQN7	1.03371	DDX39A	1.2950603289035341e-8	1.0163265322258191e-7	0.37840064244357563	6.081969056265098	ENSG00000123136	protein_coding	19	369	yes	no	significant_inflammatory
NA	1.32262	7.37228	32	+	NA	Gamma-parvin	PARVG	A0A024R4U4;Q9HBI0;Q9HBI0-2;Q9HBI0-3;B0QYM9;B0QYN0;U3KQ67;Q9HBI0-5	A0A024R4U4;Q9HBI0;Q9HBI0-2;Q9HBI0-3	1.09909	PARVG	4.2434588982802684e-8	2.8430714872118287e-7	0.4033986225669091	6.069455251570979	ENSG00000138964	protein_coding	22	370	yes	yes	significant_inflammatory
NA	1.30983	7.59938	32	+	NA	Non-specific protein-tyrosine kinase;Tyrosine-protein kinase CSK	CSK	B2R6Q4;A8K3B6;P41240;Q53EL3;B5BU52;B4DP99;H3BUM9;H3BN15;K7ENL8;K7ES68;Q16176;K7EQY5;F1T0G6;B2RDR6;P42679-3;P42679;P42679-2	B2R6Q4;A8K3B6;P41240;Q53EL3;B5BU52;B4DP99	1.0729	CSK	2.5154749683992342e-8	1.796269885055527e-7	0.38937957964667586	6.037120289892087	ENSG00000103653	protein_coding	15	371	yes	no	significant_inflammatory
NA	1.23105	9.92921	32	+	NA	Nuclear pore complex protein Nup50	hCG_1989366;NUP50	A0A024R4X7;Q9UKX7-2;Q9UKX7;B4E2D3;B0QY21	A0A024R4X7;Q9UKX7-2;Q9UKX7	0.827857	NUP50	1.1770366881972202e-10	1.7884016903714029e-9	0.2998893591311612	6.029957380222167	ENSG00000093000	protein_coding	22	372	yes	no	significant_inflammatory
NA	1.32535	7.24636	32	+	NA	Interferon-induced GTP-binding protein Mx2	MX2	P20592;Q75MY8;Q75MY7;P20592-2;C9JS04;C9JZQ9;C9JEL4	P20592;Q75MY8	1.05163	MX2	5.6707434523271874e-8	3.660530011397842e-7	0.40637339860823934	6.0111215322991285	ENSG00000183486	protein_coding	21	373	yes	no	significant_inflammatory
NA	1.28253	8.20852	32	+	NA	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	MTHFD1L	A0A087WVM4;B7ZM99;Q6UB35;B2RD24;H0Y327;Q6UB35-2;Q5JYA8;Q5JYA3;Q4VXM0;Q4VXV2	A0A087WVM4;B7ZM99;Q6UB35;B2RD24	0.988813	MTHFD1L	6.186998347168386e-9	5.277296245364041e-8	0.3589925726900492	6.004620747647753	ENSG00000120254	protein_coding	6	374	yes	no	significant_inflammatory
NA	1.30443	7.66306	32	+	NA	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	SAMHD1	Q9Y3Z3;Q9Y3Z3-4;Q9Y3Z3-3;Q59H15;A6NDZ3	Q9Y3Z3;Q9Y3Z3-4;Q9Y3Z3-3	1.04923	SAMHD1	2.1724010298370244e-8	1.5917213232834313e-7	0.38341952647617356	5.991325331132977	ENSG00000101347	protein_coding	20	375	yes	yes	significant_inflammatory
NA	1.26387	8.70034	32	+	NA	Phosphatidylinositol 4-kinase type 2-alpha	PI4K2A	E9PAM4;B4DEP8;Q9BTU6	E9PAM4;B4DEP8;Q9BTU6	0.902856	PI4K2A	1.9937008774274638e-9	1.966355059969926e-8	0.33784807743861095	5.9841160806322495	ENSG00000155252	protein_coding	10	376	yes	no	significant_inflammatory
NA	1.37133	6.43196	32	+	NA	Ribonucleoside-diphosphate reductase large subunit;Ribonucleoside-diphosphate reductase	RRM1	P23921;B4DNN4;Q53GZ5;B4E0I8;B4DS95;E9PL69;B4DXB0;B4DXD1;E9PP77;H0YCY7	P23921;B4DNN4;Q53GZ5;B4E0I8;B4DS95;E9PL69;B4DXB0;B4DXD1	1.30315	RRM1	3.6986224378309656e-7	1.92270439714258e-6	0.45557578634345464	5.983986161392175	ENSG00000167325	protein_coding	11	377	no	no	significant
NA	1.19786	11.4456	32	+	NA	Nicalin	NCLN	Q969V3-2;Q969V3;B2RA56;K7EMW4;A0A0C4DGP7;K7ENM2;K7ELZ9;K7EQ66;K7EN96	Q969V3-2;Q969V3;B2RA56;K7EMW4;A0A0C4DGP7;K7ENM2	0.683065	NCLN	3.584264080437139e-12	1.0455230695010976e-10	0.26045930286098656	5.977673677917249	ENSG00000125912	protein_coding	19	378	no	no	significant
NA	1.32858	7.13118	28	+	NA	Zinc fingers and homeoboxes protein 2	ZHX2	Q9Y6X8;H0YKA3	Q9Y6X8	1.08659	ZHX2	7.392987978401256e-8	4.6133438605886343e-7	0.4098851018429815	5.967894904784118	ENSG00000178764	protein_coding	8	379	no	no	significant
NA	1.47846	5.19014	25	+	NA	Ras-related protein Rab-30	RAB30	E9PMJ1;A8K5R1;Q15771;E9PS06;E9PQ07;E9PJQ5;E9PRF7;E9PNB9;Q15771-2;E9PPW9;E9PRX0;E9PLM3;H0YDK7	E9PMJ1;A8K5R1;Q15771;E9PS06;E9PQ07;E9PJQ5;E9PRF7;E9PNB9;Q15771-2	1.51703	RAB30	6.454461282459207e-6	2.4993355398076226e-5	0.5640952116136136	5.966223546859637	ENSG00000137502	protein_coding	11	380	no	no	significant
NA	1.42137	5.7543	32	+	NA	T-cell surface glycoprotein CD3 delta chain	CD3D	B0YIY4;P04234;E9PMT5;H0YE18;P04234-2;G8H453	B0YIY4;P04234;E9PMT5;H0YE18;P04234-2	1.33627	CD3D	1.7607593367630327e-6	7.811001247161115e-6	0.5072821546384929	5.954634121567729	ENSG00000167286	protein_coding	11	381	yes	no	significant_inflammatory
NA	1.28249	8.10992	32	+	NA	Leucine-rich repeat-containing protein 59	LRRC59	Q96AG4;I3L223	Q96AG4	1.0358	LRRC59	7.763901198025034e-9	6.393071239492253e-8	0.35894757670433347	5.935670381935015	ENSG00000108829	protein_coding	17	382	yes	no	significant_inflammatory
NA	1.25383	8.91848	32	+	NA	Probable C-mannosyltransferase DPY19L1	DPY19L1	A0A1B0GW05;Q2PZI1;H7C3M5;H7C1I8;Q2PZI1-2	A0A1B0GW05;Q2PZI1	0.871044	DPY19L1	1.2064796473587129e-9	1.2952899547337291e-8	0.3263417542142657	5.915508221304828	ENSG00000173852	protein_coding	7	383	no	no	significant
NA	1.21941	10.1693	32	+	NA	40S ribosomal protein S8	RPS8	Q5JR94;P62241;Q5JR95;Q9BS10	Q5JR94;P62241;Q5JR95;Q9BS10	0.824816	RPS8	6.771735710786895e-11	1.150450924052367e-9	0.28618328224631195	5.8812715130221465	ENSG00000142937	protein_coding	1	384	no	no	significant
NA	1.30335	7.51935	32	+	NA	Semaphorin-4D	SEMA4D variant protein;SEMA4D	Q4LE41;Q92854;A0A024R243;Q92854-2;E9PFD9;B7Z9Z2;B4DER0	Q4LE41;Q92854	1.02395	SEMA4D	3.024475006792912e-8	2.1109879731385293e-7	0.38222455547920253	5.864254410381064	ENSG00000187764	protein_coding	9	385	yes	no	significant_inflammatory
NA	1.23911	9.31186	32	+	NA	Katanin p60 ATPase-containing subunit A-like 2	KATNAL2	K7EM02;K7EIJ8;Q8IYT4-2;Q8IYT4	K7EM02;K7EIJ8;Q8IYT4-2;Q8IYT4	0.858554	KATNAL2	4.876856760541288e-10	5.97197667469056e-9	0.30930426609859346	5.845160872267149	ENSG00000167216	protein_coding	18	386	no	no	significant
NA	1.33417	6.84614	32	+	NA	Allograft inflammatory factor 1	AIF1	Q4V347;A0A1U9X791;Q5STX8;P55008;I3WTX1;P55008-2;P55008-3	Q4V347;A0A1U9X791;Q5STX8;P55008;I3WTX1;P55008-2	1.15055	AIF1	1.4251481060757176e-7	8.198247337648593e-7	0.4159425065006726	5.817269171079993	ENSG00000204472	protein_coding	6	387	yes	no	significant_inflammatory
NA	1.26577	8.38948	32	+	NA	40S ribosomal protein S18	RPS18	P62269;J3JS69;A0A0G2JQH2;Q5GGW2	P62269	0.943464	RPS18	4.0786834437017365e-9	3.68751146430578e-8	0.3400152799600379	5.809064502064302	ENSG00000231500	protein_coding	6	388	no	no	significant
NA	1.3307	6.86138	32	+	NA	Serine-protein kinase ATM	ATM	A0A024R3C7;Q13315;B4DSP3;E9PIN0;Q68DE6;E9PRG7;Q6P7P1;M0QXY8;E9PIQ5;A0A087X0E9;E2I6F3;Q59GH6;Q8TDS2;Q96QM9;A8WFP7;H0YDU7	A0A024R3C7;Q13315	1.11764	ATM	1.3760049619745914e-7	7.922918700978467e-7	0.41218535915670673	5.778812931929052	ENSG00000149311	protein_coding	11	389	no	no	significant
NA	1.27148	8.12895	32	+	NA	60S ribosomal protein L21	RPL21	Q6IAX2;P46778;Q59GK9;M0R181;G3V1B3	Q6IAX2;P46778;Q59GK9;M0R181;G3V1B3	1.00385	RPL21	7.431046860606921e-9	6.151752849530548e-8	0.34650876904512634	5.743356985168431	ENSG00000122026	protein_coding	13	390	no	no	significant
NA	1.42511	5.4991	32	+	NA	Fibroleukin	FGL2	A4D1B8;Q14314;Q53GD2;A0A1B0GVK0;Q8WWE4	A4D1B8;Q14314;Q53GD2;A0A1B0GVK0	1.45944	FGL2	3.1688377271814944e-6	1.3339749833145242e-5	0.5110732809122472	5.725778197517369	ENSG00000127951	protein_coding	7	391	yes	no	significant_inflammatory
NA	1.39193	5.8723	30	+	NA	Exocyst complex component 3-like protein 4	EXOC3L4	Q17RC7;H0YNV0;H0YNJ4	Q17RC7;H0YNV0;H0YNJ4	1.27147	EXOC3L4	1.341837732253372e-6	6.096932061906579e-6	0.4770866600428383	5.718077855337059	ENSG00000205436	protein_coding	14	392	no	no	significant
NA	1.27234	8.03577	32	+	NA	60S ribosomal protein L7a	RPL7A;RP-L7a	P62424;Q5T8U3;Q9BY74;Q5T8U2	P62424;Q5T8U3;Q9BY74;Q5T8U2	0.979893	RPL7A	9.209371659518341e-9	7.500252573161438e-8	0.34748424512632203	5.690506713875691	ENSG00000148303	protein_coding	9	393	no	no	significant
NA	1.31664	7.0107	32	+	NA	Formin-binding protein 1	FNBP1	B7ZL14;B7ZL13;Q96RU3-4;Q96RU3-3;Q96RU3-5;Q96RU3-2;Q96RU3;H0Y7W6;B4DEQ5	B7ZL14;B7ZL13;Q96RU3-4;Q96RU3-3;Q96RU3-5;Q96RU3-2;Q96RU3;H0Y7W6	1.03605	FNBP1	9.756633693709555e-8	5.897851687380244e-7	0.3968609331326218	5.681609856523829	ENSG00000187239	protein_coding	9	394	yes	no	significant_inflammatory
NA	1.27807	7.8739	32	+	NA	60S ribosomal protein L17	RPL17;hCG_24487;RPL17-C18orf32	A0A087WXM6;J3QQT2;J3KRX5;A0A024R261;A0A0A6YYL6;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3KSJ0;A4D1R6;A4D1R5	A0A087WXM6;J3QQT2;J3KRX5;A0A024R261;A0A0A6YYL6;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81	0.995464	RPL17	1.3369033144728047e-8	1.0395285301704524e-7	0.35396685497601327	5.681604456278589	ENSG00000265681	protein_coding	18	395	no	no	significant
NA	1.27807	7.8739	32	+	NA	60S ribosomal protein L17	RPL17;hCG_24487;RPL17-C18orf32	A0A087WXM6;J3QQT2;J3KRX5;A0A024R261;A0A0A6YYL6;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3KSJ0;A4D1R6;A4D1R5	A0A087WXM6;J3QQT2;J3KRX5;A0A024R261;A0A0A6YYL6;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81	0.995464	RPL17-C18orf32	1.3369033144728047e-8	1.0395285301704524e-7	0.35396685497601327	5.681604456278589	ENSG00000215472	protein_coding	18	396	no	no	significant
NA	1.28338	7.72525	32	+	NA	Differentially expressed in FDCP 6 homolog	DEF6	B2RBP7;Q9H4E7;B3KSI1	B2RBP7;Q9H4E7;B3KSI1	0.900206	DEF6	1.882565085942563e-8	1.4043163439648746e-7	0.3599484057704085	5.669826702387944	ENSG00000023892	protein_coding	6	397	yes	no	significant_inflammatory
NA	1.30035	7.31564	32	+	NA	NA	HMGB2	Q5U071;D6R9A6	Q5U071;D6R9A6	1.01715	HMGB2	4.834593902855507e-8	3.1873271530126283e-7	0.37889998887171217	5.657386472054034	ENSG00000164104	protein_coding	4	398	no	no	significant
NA	1.31845	6.89554	32	+	NA	40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1	RPS26;RPS26P11	A0A024RB14;P62854;Q5JNZ5;Q75MH1;Q76N57;Q76N56	A0A024RB14;P62854;Q5JNZ5;Q75MH1	1.11274	RPS26	1.271920596474455e-7	7.40636249397178e-7	0.39884286045554723	5.618756505529526	ENSG00000197728	protein_coding	12	399	no	no	significant
NA	1.33664	6.56089	32	+	NA	Zyxin	ZYX	Q15942;H0Y2Y8;Q96AF9;Q28617;B4DY85;Q9BUS0;Q15942-2;B4DQR8;H7C3D3;C9IZ41;C9JJK5;H7C3R3	Q15942;H0Y2Y8;Q96AF9;Q28617;B4DY85;Q9BUS0;Q15942-2;B4DQR8	1.07921	ZYX	2.7485902398651695e-7	1.474021004212355e-6	0.41861095372598106	5.608633541854781	ENSG00000159840	protein_coding	7	400	yes	no	significant_inflammatory
NA	1.17536	11.9206	32	+	NA	Kinesin light chain 1	KNS2;KLC1	Q7RTQ9;Q7RTQ7;Q7RTQ0;Q7RTP8;G5E9S8;G3V2E7;B5BU63;F8W6L3;B4DGB3;Q7RTQ8;Q7RTQ2;G3V3H3;Q7RTQ1;Q7RTQ4;G3V5R9;E7EVH7;Q07866-8;Q07866-2;Q07866-3;Q07866;Q07866-7;Q07866-5;Q07866-10;Q07866-6;Q07866-4;Q07866-9;B4DS14;Q7Z5D5;G3V2P7;H0YG16;H0YJU9;H0YJL0;H0YJT3;E9PQ02;M1UY77;H0YGB8	Q7RTQ9;Q7RTQ7;Q7RTQ0;Q7RTP8;G5E9S8;G3V2E7;B5BU63;F8W6L3;B4DGB3;Q7RTQ8;Q7RTQ2;G3V3H3;Q7RTQ1;Q7RTQ4;G3V5R9;E7EVH7;Q07866-8;Q07866-2;Q07866-3;Q07866;Q07866-7;Q07866-5;Q07866-10;Q07866-6;Q07866-4;Q07866-9;B4DS14;Q7Z5D5	0.600019	KLC1	1.2006045917612546e-12	4.0571250248369386e-11	0.23310270629484584	5.57009373207033	ENSG00000126214	protein_coding	14	401	no	no	significant
+	1.75632	3.39313	32	+	Cluster 2 (major cluster increased abundance in UC)	Deleted in malignant brain tumors 1 protein	DMBT1	Q9UGM3-5;Q9UGM3-3;Q9UGM3;Q9UGM3-7;Q9UGM3-6;Q9UGM3-8;Q9UGM3-2;Q9UGM3-4;Q9UGM3-9;B6V682;B4E262	Q9UGM3-5;Q9UGM3-3;Q9UGM3;Q9UGM3-7;Q9UGM3-6;Q9UGM3-8;Q9UGM3-2;Q9UGM3-4;Q9UGM3-9	2.46129	DMBT1	4.0445480566681744e-4	0.0010381794744975879	0.8125557266234317	5.565689954218999	ENSG00000187908	protein_coding	10	402	no	no	significant
NA	1.22867	9.20428	32	+	NA	Protein sel-1 homolog 1	SEL1L	Q9UBV2;Q9UBV2-2;Q3ZCU6;G3V3B3;Q12916	Q9UBV2	0.802532	SEL1L	6.2476975894974e-10	7.3173791464871066e-9	0.2970974842276215	5.553915468678953	ENSG00000071537	protein_coding	14	403	no	no	significant
NA	1.33779	6.47435	32	+	NA	Dedicator of cytokinesis protein 11	DOCK11	A6NIW2;Q5JSL3;A0A0J9YW64;B3KNP4	A6NIW2;Q5JSL3;A0A0J9YW64	1.1009	DOCK11	3.354671506925277e-7	1.7655564764958223e-6	0.4198516662511002	5.549998300085882	ENSG00000147251	protein_coding	X	404	yes	no	significant_inflammatory
NA	1.36325	6.05037	32	+	NA	Pro-interleukin-16;Interleukin-16	IL16	Q53HR8;I7GGY3;Q14005-3;Q14005-2;Q14005;Q9UME6;Q6ZTT5;Q05BE6;H0YLH9;B3KY62;Q14005-4;B7Z8M3	Q53HR8;I7GGY3;Q14005-3;Q14005-2;Q14005;Q9UME6;Q6ZTT5;Q05BE6;H0YLH9;B3KY62;Q14005-4;B7Z8M3	1.18196	IL16	8.904919544742008e-7	4.23926269935986e-6	0.44705015545718635	5.520869226359908	ENSG00000172349	protein_coding	15	405	yes	no	significant_inflammatory
NA	1.23836	8.77737	32	+	NA	Pescadillo homolog	PES1	B5MCF9;B2RDF2;O00541;O00541-2;B3KXD6;B3KTZ6;H7C267;H7BYY8	B5MCF9;B2RDF2;O00541;O00541-2;B3KXD6;B3KTZ6	0.817101	PES1	1.6696675241173504e-9	1.7010253655917124e-8	0.30843077716535067	5.507495683482708	ENSG00000100029	protein_coding	22	406	no	no	significant
NA	1.22923	9.08242	32	+	NA	60S acidic ribosomal protein P2	RPLP2	A0A024RCA7;P05387;H0YDD8;P05386-2	A0A024RCA7;P05387	0.852253	RPLP2	8.271418596967162e-10	9.334024197745425e-9	0.2977548821989608	5.494099911165603	ENSG00000177600	protein_coding	11	407	no	no	significant
NA	1.27296	7.72332	32	+	NA	60S ribosomal protein L3	RPL3;rpl3	P39023;Q8TBW1;Q9NY85;G5E9G0;Q96QL0;Q9BT63;B3KS36;Q49AJ9;B5MCW2;H7C422;H7C3M2;B4DN06;F8WCR1;B2R7Y3;Q92901	P39023;Q8TBW1;Q9NY85;G5E9G0;Q96QL0;Q9BT63;B3KS36;Q49AJ9;B5MCW2;H7C422	1.00063	RPL3	1.890949801902823e-8	1.408871515056272e-7	0.3481870863969323	5.483426123727958	ENSG00000100316	protein_coding	22	408	no	no	significant
NA	1.29756	7.128	32	+	NA	Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit	STK3	Q13188-2;Q13188;E5RFQ9;A0A087WZ06;Q8NBU1;E5RIM6	Q13188-2;Q13188;E5RFQ9;A0A087WZ06	1.00923	STK3	7.447319739059889e-8	4.6425630308816886e-7	0.37580125126222236	5.469254717632289	ENSG00000104375	protein_coding	8	409	no	no	significant
NA	1.23585	8.79841	32	+	NA	Serine hydroxymethyltransferase;Serine hydroxymethyltransferase, mitochondrial	SHMT2;HEL-S-51e;DKFZp686P09201	A0A024RB99;V9HW06;P34897-3;P34897;Q5HYG8;B4DJQ3;Q53ET4;P34897-2;B4E1G2;Q5BJF5;B4DW25;B4DP88;B4DWA7;B4DJ63;B4DLV4;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4;G3V2D2;G3V2Y1;G3V3C6	A0A024RB99;V9HW06;P34897-3;P34897;Q5HYG8;B4DJQ3;Q53ET4;P34897-2;B4E1G2;Q5BJF5;B4DW25;B4DP88;B4DWA7;B4DJ63;B4DLV4;H0YIZ0	0.835959	SHMT2	1.590706295962482e-9	1.6394879557053316e-8	0.305503648267755	5.466559086945019	ENSG00000182199	protein_coding	12	410	yes	no	significant_inflammatory
NA	1.30632	6.93711	32	+	NA	40S ribosomal protein S30	FAU	E9PR30;P62861	E9PR30;P62861	1.07499	FAU	1.1558194541233675e-7	6.813715447377412e-7	0.38550834700943826	5.463179440108045	ENSG00000149806	protein_coding	11	411	no	no	significant
NA	1.24778	8.38828	32	+	NA	Eukaryotic translation initiation factor 4 gamma 1	EIF4G1	Q04637-5;E7EX73;E7EUU4;Q04637-8;C9J6B6;F8WCF2	Q04637-5;E7EX73;E7EUU4;Q04637-8	0.911438	EIF4G1	4.089968846717921e-9	3.6923164011830104e-8	0.3193635905402091	5.455809726821217	ENSG00000114867	protein_coding	3	412	no	no	significant
NA	1.26453	7.90709	32	+	NA	40S ribosomal protein S17	RPS17	P08708;H0YN88;A0A075B716;H0YN73;H3BNC9	P08708;H0YN88;A0A075B716;H0YN73	0.937581	RPS17	1.2385398940190173e-8	9.778301370306048e-8	0.33860126423548914	5.45539793745285	ENSG00000182774	protein_coding	15	413	no	no	significant
NA	1.49788	4.59851	32	+	NA	Multiple coagulation factor deficiency protein 2	MCFD2	Q8NI22-2;Q8NI22-3;Q8NI22;B4DF17;H7BZ18	Q8NI22-2;Q8NI22-3;Q8NI22;B4DF17	1.51835	MCFD2	2.520519141872898e-5	8.461938313432141e-5	0.5829220494712577	5.453697182791075	ENSG00000180398	protein_coding	2	414	no	no	significant
NA	1.22407	9.20156	32	+	NA	60S ribosomal protein L32	RPL32	D3YTB1;A0A024R2G7;F8W727;P62910;D3YTI8;A0A090N8E7	D3YTB1;A0A024R2G7;F8W727;P62910	0.786234	RPL32	6.286949906950538e-10	7.349432556631782e-9	0.2916860627407158	5.4514716533859495	ENSG00000144713	protein_coding	3	415	no	no	significant
NA	1.30785	6.86612	32	+	NA	60S ribosomal protein L36a	RPL36A;RPL36A-HNRNPH2	H0Y5B4;H7BZ11;J3KQN4;P83881;H7BY91;H0Y3V9;R4GN19	H0Y5B4;H7BZ11;J3KQN4;P83881;H7BY91;H0Y3V9	1.07874	RPL36A	1.3610685533648063e-7	7.8515372518731e-7	0.3871970846696476	5.432001499521525	ENSG00000241343	protein_coding	X	416	no	no	significant
NA	1.30785	6.86612	32	+	NA	60S ribosomal protein L36a	RPL36A;RPL36A-HNRNPH2	H0Y5B4;H7BZ11;J3KQN4;P83881;H7BY91;H0Y3V9;R4GN19	H0Y5B4;H7BZ11;J3KQN4;P83881;H7BY91;H0Y3V9	1.07874	RPL36A-HNRNPH2	1.3610685533648063e-7	7.8515372518731e-7	0.3871970846696476	5.432001499521525	ENSG00000257529	protein_coding	X	417	no	no	significant
NA	1.28397	7.37042	32	+	NA	Vacuolar ATPase assembly integral membrane protein VMA21	VMA21	Q3ZAQ7;Q3ZAQ7-2	Q3ZAQ7;Q3ZAQ7-2	0.927177	VMA21	4.261671792483731e-8	2.8521838057055616e-7	0.3606114942383688	5.424524410489123	ENSG00000160131	protein_coding	X	418	no	no	significant
NA	1.52311	4.39686	27	+	NA	Chitinase-3-like protein 1	CHI3L1	A0A024R969;P36222;H0Y3U8;B3KTE6;Q59FK1;Q9NY41	A0A024R969;P36222	1.48852	CHI3L1	4.0099596261997496e-5	1.2901972075140088e-4	0.6070201379668854	5.423218823589274	ENSG00000133048	protein_coding	1	419	yes	no	significant_inflammatory
NA	1.29108	7.20565	32	+	NA	Protein HID1	HID1	Q8IV36-2;Q8IV36;Q8IV36-3;B4E226;Q8NC03;J3KSF1;E9PIM7;X6R4D2;E9PMS4	Q8IV36-2;Q8IV36;Q8IV36-3;B4E226;Q8NC03	0.99182	HID1	6.228020020860345e-8	3.970523279278389e-7	0.36857839803271986	5.421975884164682	ENSG00000167861	protein_coding	17	420	no	no	significant
NA	1.21769	9.40607	32	+	NA	RNA-binding protein 26	RBM26	Q5T8P6-2;Q5T8P6;A0A087X0H9;Q5T8P6-3;Q5T8P6-5;Q5T8P6-4;B4DZH7;Q5T8P6-6;E2PSN0	Q5T8P6-2;Q5T8P6;A0A087X0H9;Q5T8P6-3;Q5T8P6-5;Q5T8P6-4	0.746582	RBM26	3.925816536133902e-10	4.989884804426235e-9	0.2841468981157269	5.420957746138272	ENSG00000139746	protein_coding	13	421	no	no	significant
NA	1.47668	4.73321	32	+	NA	Lck-interacting transmembrane adapter 1	LIME1	Q9H400;A0A087WUJ1;Q9H400-2;X6RKG5;A0A087WT57;V9GYV3	Q9H400;A0A087WUJ1;Q9H400-2	1.51095	LIME1	1.8483746344808627e-5	6.378542823454048e-5	0.5623572245921183	5.419832365716875	ENSG00000203896	protein_coding	20	422	no	no	significant
NA	1.4249	5.20514	32	+	NA	Synaptotagmin-like protein 1	SYTL1	A0A087X1N4;A8KAH3;Q8IYJ3-2;Q8IYJ3;Q5SSC6;Q8N880	A0A087X1N4;A8KAH3;Q8IYJ3-2;Q8IYJ3	1.31815	SYTL1	6.2353379953254395e-6	2.4266412940901523e-5	0.5108606739676155	5.418346393894816	ENSG00000142765	protein_coding	1	423	no	no	significant
NA	1.2087	9.77086	32	+	NA	Interferon regulatory factor 3	IRF3	Q14653;M0QYT9;M0R205;M0QZB8;M0QZB7;Q96GL3;Q14653-4;Q14653-2;M0R3C2;M0QXC8;Q14653-3;M0R0R8;M0R007;M0R0X9;M0R3E9;M0QYX3;M0QX56	Q14653;M0QYT9;M0R205;M0QZB8;M0QZB7;Q96GL3;Q14653-4;Q14653-2;M0R3C2	0.719162	IRF3	1.6948840784668614e-10	2.426195171583118e-9	0.27345621132030545	5.414748938730128	ENSG00000126456	protein_coding	19	424	no	no	significant
NA	1.36513	5.89442	32	+	NA	Transmembrane emp24 domain-containing protein 5	TMED5	Q9Y3A6;B1AKT3;Q9Y3A6-2;M0R072	Q9Y3A6;B1AKT3;Q9Y3A6-2	1.30989	TMED5	1.2752049797479702e-6	5.833279543977287e-6	0.44903834413041216	5.401851309357198	ENSG00000117500	protein_coding	1	425	no	no	significant
NA	1.29353	7.11325	32	+	NA	Protein FAM114A2	FAM114A2	A0A140VKG4;Q9NRY5;B4E1J2;E7ESJ7;B4DQT0;I6L9D5;B3KTE4;E5RGF9;E5RFK2;E5RHI8;E5RHP2;E5RK42;E5RH43	A0A140VKG4;Q9NRY5;B4E1J2;E7ESJ7;B4DQT0;I6L9D5;B3KTE4	0.990026	FAM114A2	7.70459829057538e-8	4.783658215754834e-7	0.37131351389844103	5.393152150657087	ENSG00000055147	protein_coding	5	426	no	no	significant
